state_id	state	municipality_id	municipality	variable_inegi	institucion	nombre_institucion	poblacion	camas	clinicas	personal
1	Aguascalientes	1009	Tepezalá	PDER_SEGP	SSA	Secretaría de Salud	11179	1	12	64
1	Aguascalientes	1010	El Llano	PAFIL_IPRIV	SMP	Servicios Médicos Privados	36	0	0	0
1	Aguascalientes	1010	El Llano	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Pemex	7	0	0	0
1	Aguascalientes	1010	El Llano	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de la Defensa Nacional	7	0	0	0
1	Aguascalientes	1010	El Llano	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de Marina	7	0	0	0
1	Aguascalientes	1010	El Llano	PDER_IMSS	IMSS	Instituto Mexicano del Seguro Social	7383	0	0	0
1	Aguascalientes	1010	El Llano	PDER_IMSSB	IMSS-BIENESTAR	IMSS-Bienestar	85	0	0	0
1	Aguascalientes	1010	El Llano	PDER_ISTE	ISSSTE	Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado	1105	0	0	0
1	Aguascalientes	1010	El Llano	PDER_SEGP	SSA	Secretaría de Salud	7757	3	9	50
1	Aguascalientes	1011	San Francisco de los Romo	PAFIL_IPRIV	SMP	Servicios Médicos Privados	288	0	1	0
1	Aguascalientes	1011	San Francisco de los Romo	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Pemex	36	0	0	0
1	Aguascalientes	1011	San Francisco de los Romo	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de la Defensa Nacional	36	0	0	0
1	Aguascalientes	1011	San Francisco de los Romo	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de Marina	36	0	0	0
1	Aguascalientes	1011	San Francisco de los Romo	PDER_IMSS	IMSS	Instituto Mexicano del Seguro Social	38200	0	0	0
1	Aguascalientes	1011	San Francisco de los Romo	PDER_IMSSB	IMSS-BIENESTAR	IMSS-Bienestar	78	0	0	0
1	Aguascalientes	1011	San Francisco de los Romo	PDER_ISTE	ISSSTE	Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado	1462	1	0	0
1	Aguascalientes	1011	San Francisco de los Romo	PDER_SEGP	SSA	Secretaría de Salud	11239	0	15	88
2	Baja California	2001	Ensenada	PAFIL_IPRIV	SMP	Servicios Médicos Privados	9994	107	115	0
2	Baja California	2001	Ensenada	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Pemex	6869	92	25	0
2	Baja California	2001	Ensenada	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de la Defensa Nacional	6869	92	25	0
2	Baja California	2001	Ensenada	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de Marina	6869	92	25	0
2	Baja California	2001	Ensenada	PDER_IMSS	IMSS	Instituto Mexicano del Seguro Social	203713	135	58	0
2	Baja California	2001	Ensenada	PDER_IMSSB	IMSS-BIENESTAR	IMSS-Bienestar	2269	0	7	0
2	Baja California	2001	Ensenada	PDER_ISTE	ISSSTE	Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado	24868	29	36	0
2	Baja California	2001	Ensenada	PDER_SEGP	SSA	Secretaría de Salud	105448	171	127	1463
2	Baja California	2002	Mexicali	PAFIL_IPRIV	SMP	Servicios Médicos Privados	41859	260	161	0
2	Baja California	2002	Mexicali	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Pemex	3050	26	15	0
2	Baja California	2002	Mexicali	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de la Defensa Nacional	3050	26	15	0
2	Baja California	2002	Mexicali	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de Marina	3050	26	15	0
2	Baja California	2002	Mexicali	PDER_IMSS	IMSS	Instituto Mexicano del Seguro Social	576267	392	169	0
2	Baja California	2002	Mexicali	PDER_IMSSB	IMSS-BIENESTAR	IMSS-Bienestar	3968	0	6	0
2	Baja California	2002	Mexicali	PDER_ISTE	ISSSTE	Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado	54564	67	41	0
2	Baja California	2002	Mexicali	PDER_SEGP	SSA	Secretaría de Salud	142247	479	201	2507
2	Baja California	2003	Tecate	PAFIL_IPRIV	SMP	Servicios Médicos Privados	2126	21	17	0
2	Baja California	2003	Tecate	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Pemex	63	0	0	0
2	Baja California	2003	Tecate	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de la Defensa Nacional	63	0	0	0
2	Baja California	2003	Tecate	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de Marina	63	0	0	0
2	Baja California	2003	Tecate	PDER_IMSS	IMSS	Instituto Mexicano del Seguro Social	55663	43	20	0
2	Baja California	2003	Tecate	PDER_IMSSB	IMSS-BIENESTAR	IMSS-Bienestar	693	0	0	0
2	Baja California	2003	Tecate	PDER_ISTE	ISSSTE	Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado	4526	0	4	0
2	Baja California	2003	Tecate	PDER_SEGP	SSA	Secretaría de Salud	18222	68	24	493
2	Baja California	2004	Tijuana	PAFIL_IPRIV	SMP	Servicios Médicos Privados	72186	1180	1102	0
2	Baja California	2004	Tijuana	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Pemex	1848	30	2	0
2	Baja California	2004	Tijuana	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de la Defensa Nacional	1848	30	2	0
2	Baja California	2004	Tijuana	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de Marina	1848	30	2	0
2	Baja California	2004	Tijuana	PDER_IMSS	IMSS	Instituto Mexicano del Seguro Social	1071176	743	251	0
2	Baja California	2004	Tijuana	PDER_IMSSB	IMSS-BIENESTAR	IMSS-Bienestar	7581	0	2	0
2	Baja California	2004	Tijuana	PDER_ISTE	ISSSTE	Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado	60433	43	44	0
2	Baja California	2004	Tijuana	PDER_SEGP	SSA	Secretaría de Salud	187042	444	196	2315
2	Baja California	2005	Playas de Rosarito	PAFIL_IPRIV	SMP	Servicios Médicos Privados	4962	17	28	0
2	Baja California	2005	Playas de Rosarito	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Pemex	809	0	0	0
2	Baja California	2005	Playas de Rosarito	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de la Defensa Nacional	809	0	0	0
2	Baja California	2005	Playas de Rosarito	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de Marina	809	0	0	0
2	Baja California	2005	Playas de Rosarito	PDER_IMSS	IMSS	Instituto Mexicano del Seguro Social	44430	0	32	0
2	Baja California	2005	Playas de Rosarito	PDER_IMSSB	IMSS-BIENESTAR	IMSS-Bienestar	1729	0	1	0
2	Baja California	2005	Playas de Rosarito	PDER_ISTE	ISSSTE	Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado	3482	0	0	0
2	Baja California	2005	Playas de Rosarito	PDER_SEGP	SSA	Secretaría de Salud	31907	61	21	402
2	Baja California	2006	San Quintín	PAFIL_IPRIV	SMP	Servicios Médicos Privados	840	34	11	0
2	Baja California	2006	San Quintín	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Pemex	1373	0	0	0
2	Baja California	2006	San Quintín	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de la Defensa Nacional	1373	0	0	0
2	Baja California	2006	San Quintín	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de Marina	1373	0	0	0
2	Baja California	2006	San Quintín	PDER_IMSS	IMSS	Instituto Mexicano del Seguro Social	44281	11	8	0
2	Baja California	2006	San Quintín	PDER_IMSSB	IMSS-BIENESTAR	IMSS-Bienestar	3622	20	13	0
2	Baja California	2006	San Quintín	PDER_ISTE	ISSSTE	Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado	4401	0	3	0
2	Baja California	2006	San Quintín	PDER_SEGP	SSA	Secretaría de Salud	30989	10	46	215
3	Baja California Sur	3001	Comondú	PAFIL_IPRIV	SMP	Servicios Médicos Privados	179	2	9	0
3	Baja California Sur	3001	Comondú	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Pemex	1172	0	0	0
3	Baja California Sur	3001	Comondú	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de la Defensa Nacional	1172	0	0	0
3	Baja California Sur	3001	Comondú	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de Marina	1172	0	0	0
3	Baja California Sur	3001	Comondú	PDER_IMSS	IMSS	Instituto Mexicano del Seguro Social	28969	25	22	0
3	Baja California Sur	3001	Comondú	PDER_IMSSB	IMSS-BIENESTAR	IMSS-Bienestar	190	0	0	0
3	Baja California Sur	3001	Comondú	PDER_ISTE	ISSSTE	Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado	12707	24	18	0
3	Baja California Sur	3001	Comondú	PDER_SEGP	SSA	Secretaría de Salud	22398	94	40	406
3	Baja California Sur	3002	Mulegé	PAFIL_IPRIV	SMP	Servicios Médicos Privados	263	2	5	0
3	Baja California Sur	3002	Mulegé	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Pemex	1500	11	4	0
3	Baja California Sur	3002	Mulegé	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de la Defensa Nacional	1500	11	4	0
3	Baja California Sur	3002	Mulegé	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de Marina	1500	11	4	0
3	Baja California Sur	3002	Mulegé	PDER_IMSS	IMSS	Instituto Mexicano del Seguro Social	33550	28	32	0
3	Baja California Sur	3002	Mulegé	PDER_IMSSB	IMSS-BIENESTAR	IMSS-Bienestar	83	0	1	0
3	Baja California Sur	3002	Mulegé	PDER_ISTE	ISSSTE	Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado	9069	10	17	0
3	Baja California Sur	3002	Mulegé	PDER_SEGP	SSA	Secretaría de Salud	10829	39	31	215
3	Baja California Sur	3003	La Paz	PAFIL_IPRIV	SMP	Servicios Médicos Privados	5587	46	123	0
3	Baja California Sur	3003	La Paz	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Pemex	7380	115	25	0
3	Baja California Sur	3003	La Paz	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de la Defensa Nacional	7380	115	25	0
3	Baja California Sur	3003	La Paz	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de Marina	7380	115	25	0
3	Baja California Sur	3003	La Paz	PDER_IMSS	IMSS	Instituto Mexicano del Seguro Social	133165	98	71	0
3	Baja California Sur	3003	La Paz	PDER_IMSSB	IMSS-BIENESTAR	IMSS-Bienestar	1366	0	1	0
3	Baja California Sur	3003	La Paz	PDER_ISTE	ISSSTE	Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado	57878	180	101	0
3	Baja California Sur	3003	La Paz	PDER_SEGP	SSA	Secretaría de Salud	51140	389	175	1608
3	Baja California Sur	3008	Los Cabos	PAFIL_IPRIV	SMP	Servicios Médicos Privados	6183	164	141	0
3	Baja California Sur	3008	Los Cabos	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Pemex	680	0	0	0
3	Baja California Sur	3008	Los Cabos	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de la Defensa Nacional	680	0	0	0
3	Baja California Sur	3008	Los Cabos	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de Marina	680	0	0	0
3	Baja California Sur	3008	Los Cabos	PDER_IMSS	IMSS	Instituto Mexicano del Seguro Social	206484	105	84	0
3	Baja California Sur	3008	Los Cabos	PDER_IMSSB	IMSS-BIENESTAR	IMSS-Bienestar	1775	0	1	0
3	Baja California Sur	3008	Los Cabos	PDER_ISTE	ISSSTE	Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado	18023	0	16	0
3	Baja California Sur	3008	Los Cabos	PDER_SEGP	SSA	Secretaría de Salud	50169	143	80	772
3	Baja California Sur	3009	Loreto	PAFIL_IPRIV	SMP	Servicios Médicos Privados	123	0	1	0
3	Baja California Sur	3009	Loreto	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Pemex	40	0	0	0
3	Baja California Sur	3009	Loreto	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de la Defensa Nacional	40	0	0	0
3	Baja California Sur	3009	Loreto	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de Marina	40	0	0	0
3	Baja California Sur	3009	Loreto	PDER_IMSS	IMSS	Instituto Mexicano del Seguro Social	6688	0	2	0
3	Baja California Sur	3009	Loreto	PDER_IMSSB	IMSS-BIENESTAR	IMSS-Bienestar	162	0	1	0
3	Baja California Sur	3009	Loreto	PDER_ISTE	ISSSTE	Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado	4068	0	5	0
3	Baja California Sur	3009	Loreto	PDER_SEGP	SSA	Secretaría de Salud	4806	26	10	130
4	Campeche	4001	Calkiní	PAFIL_IPRIV	SMP	Servicios Médicos Privados	109	5	7	0
4	Campeche	4001	Calkiní	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Pemex	268	0	0	0
4	Campeche	4001	Calkiní	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de la Defensa Nacional	268	0	0	0
4	Campeche	4001	Calkiní	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de Marina	268	0	0	0
4	Campeche	4001	Calkiní	PDER_IMSS	IMSS	Instituto Mexicano del Seguro Social	6224	0	0	0
4	Campeche	4001	Calkiní	PDER_IMSSB	IMSS-BIENESTAR	IMSS-Bienestar	940	0	3	0
4	Campeche	4001	Calkiní	PDER_ISTE	ISSSTE	Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado	10288	0	2	0
4	Campeche	4001	Calkiní	PDER_SEGP	SSA	Secretaría de Salud	31007	49	22	171
4	Campeche	4002	Campeche	PAFIL_IPRIV	SMP	Servicios Médicos Privados	2929	83	100	0
4	Campeche	4002	Campeche	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Pemex	5732	41	14	0
4	Campeche	4002	Campeche	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de la Defensa Nacional	5732	41	14	0
4	Campeche	4002	Campeche	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de Marina	5732	41	14	0
4	Campeche	4002	Campeche	PDER_IMSS	IMSS	Instituto Mexicano del Seguro Social	137833	110	96	0
4	Campeche	4002	Campeche	PDER_IMSSB	IMSS-BIENESTAR	IMSS-Bienestar	832	0	7	0
4	Campeche	4002	Campeche	PDER_ISTE	ISSSTE	Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado	30144	38	29	0
4	Campeche	4002	Campeche	PDER_SEGP	SSA	Secretaría de Salud	62572	416	155	2354
4	Campeche	4003	Carmen	PAFIL_IPRIV	SMP	Servicios Médicos Privados	2974	49	147	0
4	Campeche	4003	Carmen	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Pemex	20065	32	155	0
4	Campeche	4003	Carmen	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de la Defensa Nacional	20065	32	155	0
4	Campeche	4003	Carmen	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de Marina	20065	32	155	0
4	Campeche	4003	Carmen	PDER_IMSS	IMSS	Instituto Mexicano del Seguro Social	99453	54	39	0
4	Campeche	4003	Carmen	PDER_IMSSB	IMSS-BIENESTAR	IMSS-Bienestar	1610	11	27	0
4	Campeche	4003	Carmen	PDER_ISTE	ISSSTE	Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado	6730	10	9	0
4	Campeche	4003	Carmen	PDER_SEGP	SSA	Secretaría de Salud	57687	172	80	696
4	Campeche	4004	Champotón	PAFIL_IPRIV	SMP	Servicios Médicos Privados	246	0	4	0
4	Campeche	4004	Champotón	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Pemex	3382	5	9	0
4	Campeche	4004	Champotón	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de la Defensa Nacional	3382	5	9	0
4	Campeche	4004	Champotón	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de Marina	3382	5	9	0
4	Campeche	4004	Champotón	PDER_IMSS	IMSS	Instituto Mexicano del Seguro Social	16504	6	8	0
4	Campeche	4004	Champotón	PDER_IMSSB	IMSS-BIENESTAR	IMSS-Bienestar	1081	0	12	0
4	Campeche	4004	Champotón	PDER_ISTE	ISSSTE	Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado	2246	0	2	0
4	Campeche	4004	Champotón	PDER_SEGP	SSA	Secretaría de Salud	36307	30	26	212
4	Campeche	4005	Hecelchakán	PAFIL_IPRIV	SMP	Servicios Médicos Privados	190	0	1	0
4	Campeche	4005	Hecelchakán	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Pemex	205	0	0	0
4	Campeche	4005	Hecelchakán	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de la Defensa Nacional	205	0	0	0
4	Campeche	4005	Hecelchakán	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de Marina	205	0	0	0
4	Campeche	4005	Hecelchakán	PDER_IMSS	IMSS	Instituto Mexicano del Seguro Social	6267	0	0	0
4	Campeche	4005	Hecelchakán	PDER_IMSSB	IMSS-BIENESTAR	IMSS-Bienestar	532	10	39	0
4	Campeche	4005	Hecelchakán	PDER_ISTE	ISSSTE	Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado	4637	0	2	0
4	Campeche	4005	Hecelchakán	PDER_SEGP	SSA	Secretaría de Salud	13041	3	9	32
4	Campeche	4006	Hopelchén	PAFIL_IPRIV	SMP	Servicios Médicos Privados	168	0	0	0
4	Campeche	4006	Hopelchén	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Pemex	88	0	0	0
4	Campeche	4006	Hopelchén	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de la Defensa Nacional	88	0	0	0
4	Campeche	4006	Hopelchén	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	Secretaría de Marina	88	0	0	0
4	Campeche	4006	Hopelchén	PDER_IMSS	IMSS	Instituto Mexicano del Seguro Social	3912	0	1	0
4	Campeche	4006	Hopelchén	PDER_IMSSB	IMSS-BIENESTAR	IMSS-Bienestar	118	0	2	0
4	Campeche	4006	Hopelchén	PDER_ISTE	ISSSTE	Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado	1972	0	1	0
