state_id	state	municipality_id	municipality	variable	valor	nombre
1	Aguascalientes	1004	Cosío	PDER_ISTEE	91	ISSSTE estatal
1	Aguascalientes	1004	Cosío	PAFIL_PDOM	12	PEMEX, SEDENA, SEMAR
1	Aguascalientes	1004	Cosío	PDER_SEGP	6439	SSA
1	Aguascalientes	1004	Cosío	PDER_IMSSB	13	IMSS-BIENESTAR
1	Aguascalientes	1004	Cosío	PAFIL_IPRIV	33	SMP
1	Aguascalientes	1004	Cosío	PAFIL_OTRAI	36	Otro
1	Aguascalientes	1005	Jesús María	POBTOT	129929	Población Total
1	Aguascalientes	1005	Jesús María	PSINDER	27299	Sin afiliación
1	Aguascalientes	1005	Jesús María	PDER_SS	102428	Con afiliación
1	Aguascalientes	1005	Jesús María	PDER_IMSS	74274	IMSS
1	Aguascalientes	1005	Jesús María	PDER_ISTE	5881	ISSSTE
1	Aguascalientes	1005	Jesús María	PDER_ISTEE	169	ISSSTE estatal
1	Aguascalientes	1005	Jesús María	PAFIL_PDOM	121	PEMEX, SEDENA, SEMAR
1	Aguascalientes	1005	Jesús María	PDER_SEGP	20031	SSA
1	Aguascalientes	1005	Jesús María	PDER_IMSSB	144	IMSS-BIENESTAR
1	Aguascalientes	1005	Jesús María	PAFIL_IPRIV	4904	SMP
1	Aguascalientes	1005	Jesús María	PAFIL_OTRAI	303	Otro
1	Aguascalientes	1006	Pabellón de Arteaga	POBTOT	47646	Población Total
1	Aguascalientes	1006	Pabellón de Arteaga	PSINDER	8858	Sin afiliación
1	Aguascalientes	1006	Pabellón de Arteaga	PDER_SS	38733	Con afiliación
1	Aguascalientes	1006	Pabellón de Arteaga	PDER_IMSS	21796	IMSS
1	Aguascalientes	1006	Pabellón de Arteaga	PDER_ISTE	5246	ISSSTE
1	Aguascalientes	1006	Pabellón de Arteaga	PDER_ISTEE	140	ISSSTE estatal
1	Aguascalientes	1006	Pabellón de Arteaga	PAFIL_PDOM	26	PEMEX, SEDENA, SEMAR
1	Aguascalientes	1006	Pabellón de Arteaga	PDER_SEGP	11841	SSA
1	Aguascalientes	1006	Pabellón de Arteaga	PDER_IMSSB	59	IMSS-BIENESTAR
1	Aguascalientes	1006	Pabellón de Arteaga	PAFIL_IPRIV	218	SMP
1	Aguascalientes	1006	Pabellón de Arteaga	PAFIL_OTRAI	57	Otro
1	Aguascalientes	1007	Rincón de Romos	POBTOT	57369	Población Total
1	Aguascalientes	1007	Rincón de Romos	PSINDER	11395	Sin afiliación
1	Aguascalientes	1007	Rincón de Romos	PDER_SS	45805	Con afiliación
1	Aguascalientes	1007	Rincón de Romos	PDER_IMSS	19942	IMSS
1	Aguascalientes	1007	Rincón de Romos	PDER_ISTE	5839	ISSSTE
1	Aguascalientes	1007	Rincón de Romos	PDER_ISTEE	91	ISSSTE estatal
1	Aguascalientes	1007	Rincón de Romos	PAFIL_PDOM	67	PEMEX, SEDENA, SEMAR
1	Aguascalientes	1007	Rincón de Romos	PDER_SEGP	20270	SSA
1	Aguascalientes	1007	Rincón de Romos	PDER_IMSSB	47	IMSS-BIENESTAR
1	Aguascalientes	1007	Rincón de Romos	PAFIL_IPRIV	222	SMP
1	Aguascalientes	1007	Rincón de Romos	PAFIL_OTRAI	61	Otro
1	Aguascalientes	1008	San José de Gracia	POBTOT	9552	Población Total
1	Aguascalientes	1008	San José de Gracia	PSINDER	1249	Sin afiliación
1	Aguascalientes	1008	San José de Gracia	PDER_SS	8300	Con afiliación
1	Aguascalientes	1008	San José de Gracia	PDER_IMSS	1473	IMSS
1	Aguascalientes	1008	San José de Gracia	PDER_ISTE	901	ISSSTE
1	Aguascalientes	1008	San José de Gracia	PDER_ISTEE	53	ISSSTE estatal
1	Aguascalientes	1008	San José de Gracia	PAFIL_PDOM	4	PEMEX, SEDENA, SEMAR
1	Aguascalientes	1008	San José de Gracia	PDER_SEGP	5886	SSA
1	Aguascalientes	1008	San José de Gracia	PDER_IMSSB	10	IMSS-BIENESTAR
1	Aguascalientes	1008	San José de Gracia	PAFIL_IPRIV	38	SMP
1	Aguascalientes	1008	San José de Gracia	PAFIL_OTRAI	40	Otro
1	Aguascalientes	1009	Tepezalá	POBTOT	22485	Población Total
1	Aguascalientes	1009	Tepezalá	PSINDER	3358	Sin afiliación
1	Aguascalientes	1009	Tepezalá	PDER_SS	19068	Con afiliación
1	Aguascalientes	1009	Tepezalá	PDER_IMSS	6938	IMSS
1	Aguascalientes	1009	Tepezalá	PDER_ISTE	965	ISSSTE
1	Aguascalientes	1009	Tepezalá	PDER_ISTEE	47	ISSSTE estatal
1	Aguascalientes	1009	Tepezalá	PAFIL_PDOM	11	PEMEX, SEDENA, SEMAR
1	Aguascalientes	1009	Tepezalá	PDER_SEGP	11179	SSA
1	Aguascalientes	1009	Tepezalá	PDER_IMSSB	9	IMSS-BIENESTAR
1	Aguascalientes	1009	Tepezalá	PAFIL_IPRIV	37	SMP
1	Aguascalientes	1009	Tepezalá	PAFIL_OTRAI	9	Otro
1	Aguascalientes	1010	El Llano	POBTOT	20853	Población Total
1	Aguascalientes	1010	El Llano	PSINDER	4387	Sin afiliación
1	Aguascalientes	1010	El Llano	PDER_SS	16292	Con afiliación
1	Aguascalientes	1010	El Llano	PDER_IMSS	7383	IMSS
1	Aguascalientes	1010	El Llano	PDER_ISTE	1105	ISSSTE
1	Aguascalientes	1010	El Llano	PDER_ISTEE	18	ISSSTE estatal
1	Aguascalientes	1010	El Llano	PAFIL_PDOM	7	PEMEX, SEDENA, SEMAR
1	Aguascalientes	1010	El Llano	PDER_SEGP	7757	SSA
1	Aguascalientes	1010	El Llano	PDER_IMSSB	85	IMSS-BIENESTAR
1	Aguascalientes	1010	El Llano	PAFIL_IPRIV	36	SMP
1	Aguascalientes	1010	El Llano	PAFIL_OTRAI	11	Otro
1	Aguascalientes	1011	San Francisco de los Romo	POBTOT	61997	Población Total
1	Aguascalientes	1011	San Francisco de los Romo	PSINDER	10574	Sin afiliación
1	Aguascalientes	1011	San Francisco de los Romo	PDER_SS	51207	Con afiliación
1	Aguascalientes	1011	San Francisco de los Romo	PDER_IMSS	38200	IMSS
1	Aguascalientes	1011	San Francisco de los Romo	PDER_ISTE	1462	ISSSTE
1	Aguascalientes	1011	San Francisco de los Romo	PDER_ISTEE	304	ISSSTE estatal
1	Aguascalientes	1011	San Francisco de los Romo	PAFIL_PDOM	36	PEMEX, SEDENA, SEMAR
1	Aguascalientes	1011	San Francisco de los Romo	PDER_SEGP	11239	SSA
1	Aguascalientes	1011	San Francisco de los Romo	PDER_IMSSB	78	IMSS-BIENESTAR
1	Aguascalientes	1011	San Francisco de los Romo	PAFIL_IPRIV	288	SMP
1	Aguascalientes	1011	San Francisco de los Romo	PAFIL_OTRAI	81	Otro
2	Baja California	2001	Ensenada	POBTOT	443807	Población Total
2	Baja California	2001	Ensenada	PSINDER	77808	Sin afiliación
2	Baja California	2001	Ensenada	PDER_SS	363941	Con afiliación
2	Baja California	2001	Ensenada	PDER_IMSS	203713	IMSS
2	Baja California	2001	Ensenada	PDER_ISTE	24868	ISSSTE
2	Baja California	2001	Ensenada	PDER_ISTEE	14616	ISSSTE estatal
2	Baja California	2001	Ensenada	PAFIL_PDOM	6869	PEMEX, SEDENA, SEMAR
2	Baja California	2001	Ensenada	PDER_SEGP	105448	SSA
2	Baja California	2001	Ensenada	PDER_IMSSB	2269	IMSS-BIENESTAR
2	Baja California	2001	Ensenada	PAFIL_IPRIV	9994	SMP
2	Baja California	2001	Ensenada	PAFIL_OTRAI	3288	Otro
2	Baja California	2002	Mexicali	POBTOT	1049792	Población Total
2	Baja California	2002	Mexicali	PSINDER	190666	Sin afiliación
2	Baja California	2002	Mexicali	PDER_SS	854633	Con afiliación
2	Baja California	2002	Mexicali	PDER_IMSS	576267	IMSS
2	Baja California	2002	Mexicali	PDER_ISTE	54564	ISSSTE
2	Baja California	2002	Mexicali	PDER_ISTEE	41175	ISSSTE estatal
2	Baja California	2002	Mexicali	PAFIL_PDOM	3050	PEMEX, SEDENA, SEMAR
2	Baja California	2002	Mexicali	PDER_SEGP	142247	SSA
2	Baja California	2002	Mexicali	PDER_IMSSB	3968	IMSS-BIENESTAR
2	Baja California	2002	Mexicali	PAFIL_IPRIV	41859	SMP
2	Baja California	2002	Mexicali	PAFIL_OTRAI	13139	Otro
2	Baja California	2003	Tecate	POBTOT	108440	Población Total
2	Baja California	2003	Tecate	PSINDER	19715	Sin afiliación
2	Baja California	2003	Tecate	PDER_SS	83697	Con afiliación
2	Baja California	2003	Tecate	PDER_IMSS	55663	IMSS
2	Baja California	2003	Tecate	PDER_ISTE	4526	ISSSTE
2	Baja California	2003	Tecate	PDER_ISTEE	2533	ISSSTE estatal
2	Baja California	2003	Tecate	PAFIL_PDOM	63	PEMEX, SEDENA, SEMAR
2	Baja California	2003	Tecate	PDER_SEGP	18222	SSA
2	Baja California	2003	Tecate	PDER_IMSSB	693	IMSS-BIENESTAR
2	Baja California	2003	Tecate	PAFIL_IPRIV	2126	SMP
2	Baja California	2003	Tecate	PAFIL_OTRAI	1106	Otro
2	Baja California	2004	Tijuana	POBTOT	1922523	Población Total
2	Baja California	2004	Tijuana	PSINDER	481326	Sin afiliación
2	Baja California	2004	Tijuana	PDER_SS	1426523	Con afiliación
2	Baja California	2004	Tijuana	PDER_IMSS	1071176	IMSS
2	Baja California	2004	Tijuana	PDER_ISTE	60433	ISSSTE
2	Baja California	2004	Tijuana	PDER_ISTEE	24437	ISSSTE estatal
2	Baja California	2004	Tijuana	PAFIL_PDOM	1848	PEMEX, SEDENA, SEMAR
2	Baja California	2004	Tijuana	PDER_SEGP	187042	SSA
2	Baja California	2004	Tijuana	PDER_IMSSB	7581	IMSS-BIENESTAR
2	Baja California	2004	Tijuana	PAFIL_IPRIV	72186	SMP
2	Baja California	2004	Tijuana	PAFIL_OTRAI	23659	Otro
2	Baja California	2005	Playas de Rosarito	POBTOT	126890	Población Total
2	Baja California	2005	Playas de Rosarito	PSINDER	35648	Sin afiliación
2	Baja California	2005	Playas de Rosarito	PDER_SS	90212	Con afiliación
2	Baja California	2005	Playas de Rosarito	PDER_IMSS	44430	IMSS
2	Baja California	2005	Playas de Rosarito	PDER_ISTE	3482	ISSSTE
2	Baja California	2005	Playas de Rosarito	PDER_ISTEE	1909	ISSSTE estatal
2	Baja California	2005	Playas de Rosarito	PAFIL_PDOM	809	PEMEX, SEDENA, SEMAR
2	Baja California	2005	Playas de Rosarito	PDER_SEGP	31907	SSA
2	Baja California	2005	Playas de Rosarito	PDER_IMSSB	1729	IMSS-BIENESTAR
2	Baja California	2005	Playas de Rosarito	PAFIL_IPRIV	4962	SMP
2	Baja California	2005	Playas de Rosarito	PAFIL_OTRAI	2452	Otro
2	Baja California	2006	San Quintín	POBTOT	117568	Población Total
2	Baja California	2006	San Quintín	PSINDER	31154	Sin afiliación
2	Baja California	2006	San Quintín	PDER_SS	86259	Con afiliación
2	Baja California	2006	San Quintín	PDER_IMSS	44281	IMSS
2	Baja California	2006	San Quintín	PDER_ISTE	4401	ISSSTE
2	Baja California	2006	San Quintín	PDER_ISTEE	1710	ISSSTE estatal
2	Baja California	2006	San Quintín	PAFIL_PDOM	1373	PEMEX, SEDENA, SEMAR
2	Baja California	2006	San Quintín	PDER_SEGP	30989	SSA
2	Baja California	2006	San Quintín	PDER_IMSSB	3622	IMSS-BIENESTAR
2	Baja California	2006	San Quintín	PAFIL_IPRIV	840	SMP
2	Baja California	2006	San Quintín	PAFIL_OTRAI	846	Otro
3	Baja California Sur	3001	Comondú	POBTOT	73021	Población Total
3	Baja California Sur	3001	Comondú	PSINDER	8554	Sin afiliación
3	Baja California Sur	3001	Comondú	PDER_SS	64371	Con afiliación
3	Baja California Sur	3001	Comondú	PDER_IMSS	28969	IMSS
3	Baja California Sur	3001	Comondú	PDER_ISTE	12707	ISSSTE
3	Baja California Sur	3001	Comondú	PDER_ISTEE	57	ISSSTE estatal
3	Baja California Sur	3001	Comondú	PAFIL_PDOM	1172	PEMEX, SEDENA, SEMAR
3	Baja California Sur	3001	Comondú	PDER_SEGP	22398	SSA
3	Baja California Sur	3001	Comondú	PDER_IMSSB	190	IMSS-BIENESTAR
3	Baja California Sur	3001	Comondú	PAFIL_IPRIV	179	SMP
3	Baja California Sur	3001	Comondú	PAFIL_OTRAI	216	Otro
3	Baja California Sur	3002	Mulegé	POBTOT	64022	Población Total
3	Baja California Sur	3002	Mulegé	PSINDER	9591	Sin afiliación
3	Baja California Sur	3002	Mulegé	PDER_SS	54272	Con afiliación
3	Baja California Sur	3002	Mulegé	PDER_IMSS	33550	IMSS
3	Baja California Sur	3002	Mulegé	PDER_ISTE	9069	ISSSTE
3	Baja California Sur	3002	Mulegé	PDER_ISTEE	56	ISSSTE estatal
3	Baja California Sur	3002	Mulegé	PAFIL_PDOM	1500	PEMEX, SEDENA, SEMAR
3	Baja California Sur	3002	Mulegé	PDER_SEGP	10829	SSA
3	Baja California Sur	3002	Mulegé	PDER_IMSSB	83	IMSS-BIENESTAR
3	Baja California Sur	3002	Mulegé	PAFIL_IPRIV	263	SMP
3	Baja California Sur	3002	Mulegé	PAFIL_OTRAI	339	Otro
3	Baja California Sur	3003	La Paz	POBTOT	292241	Población Total
3	Baja California Sur	3003	La Paz	PSINDER	41161	Sin afiliación
3	Baja California Sur	3003	La Paz	PDER_SS	249591	Con afiliación
3	Baja California Sur	3003	La Paz	PDER_IMSS	133165	IMSS
3	Baja California Sur	3003	La Paz	PDER_ISTE	57878	ISSSTE
3	Baja California Sur	3003	La Paz	PDER_ISTEE	1906	ISSSTE estatal
3	Baja California Sur	3003	La Paz	PAFIL_PDOM	7380	PEMEX, SEDENA, SEMAR
3	Baja California Sur	3003	La Paz	PDER_SEGP	51140	SSA
3	Baja California Sur	3003	La Paz	PDER_IMSSB	1366	IMSS-BIENESTAR
3	Baja California Sur	3003	La Paz	PAFIL_IPRIV	5587	SMP
3	Baja California Sur	3003	La Paz	PAFIL_OTRAI	908	Otro
3	Baja California Sur	3008	Los Cabos	POBTOT	351111	Población Total
3	Baja California Sur	3008	Los Cabos	PSINDER	67586	Sin afiliación
3	Baja California Sur	3008	Los Cabos	PDER_SS	280254	Con afiliación
3	Baja California Sur	3008	Los Cabos	PDER_IMSS	206484	IMSS
3	Baja California Sur	3008	Los Cabos	PDER_ISTE	18023	ISSSTE
3	Baja California Sur	3008	Los Cabos	PDER_ISTEE	495	ISSSTE estatal
3	Baja California Sur	3008	Los Cabos	PAFIL_PDOM	680	PEMEX, SEDENA, SEMAR
3	Baja California Sur	3008	Los Cabos	PDER_SEGP	50169	SSA
3	Baja California Sur	3008	Los Cabos	PDER_IMSSB	1775	IMSS-BIENESTAR
3	Baja California Sur	3008	Los Cabos	PAFIL_IPRIV	6183	SMP
3	Baja California Sur	3008	Los Cabos	PAFIL_OTRAI	957	Otro
3	Baja California Sur	3009	Loreto	POBTOT	18052	Población Total
3	Baja California Sur	3009	Loreto	PSINDER	2378	Sin afiliación
3	Baja California Sur	3009	Loreto	PDER_SS	15634	Con afiliación
3	Baja California Sur	3009	Loreto	PDER_IMSS	6688	IMSS
3	Baja California Sur	3009	Loreto	PDER_ISTE	4068	ISSSTE
3	Baja California Sur	3009	Loreto	PDER_ISTEE	35	ISSSTE estatal
3	Baja California Sur	3009	Loreto	PAFIL_PDOM	40	PEMEX, SEDENA, SEMAR
3	Baja California Sur	3009	Loreto	PDER_SEGP	4806	SSA
3	Baja California Sur	3009	Loreto	PDER_IMSSB	162	IMSS-BIENESTAR
3	Baja California Sur	3009	Loreto	PAFIL_IPRIV	123	SMP
3	Baja California Sur	3009	Loreto	PAFIL_OTRAI	96	Otro
4	Campeche	4001	Calkiní	POBTOT	59232	Población Total
4	Campeche	4001	Calkiní	PSINDER	10632	Sin afiliación
4	Campeche	4001	Calkiní	PDER_SS	48492	Con afiliación
4	Campeche	4001	Calkiní	PDER_IMSS	6224	IMSS
4	Campeche	4001	Calkiní	PDER_ISTE	10288	ISSSTE
4	Campeche	4001	Calkiní	PDER_ISTEE	101	ISSSTE estatal
4	Campeche	4001	Calkiní	PAFIL_PDOM	268	PEMEX, SEDENA, SEMAR
4	Campeche	4001	Calkiní	PDER_SEGP	31007	SSA
4	Campeche	4001	Calkiní	PDER_IMSSB	940	IMSS-BIENESTAR
4	Campeche	4001	Calkiní	PAFIL_IPRIV	109	SMP
4	Campeche	4001	Calkiní	PAFIL_OTRAI	324	Otro
4	Campeche	4002	Campeche	POBTOT	294077	Población Total
4	Campeche	4002	Campeche	PSINDER	57005	Sin afiliación
4	Campeche	4002	Campeche	PDER_SS	236338	Con afiliación
4	Campeche	4002	Campeche	PDER_IMSS	137833	IMSS
4	Campeche	4002	Campeche	PDER_ISTE	30144	ISSSTE
4	Campeche	4002	Campeche	PDER_ISTEE	619	ISSSTE estatal
4	Campeche	4002	Campeche	PAFIL_PDOM	5732	PEMEX, SEDENA, SEMAR
4	Campeche	4002	Campeche	PDER_SEGP	62572	SSA
4	Campeche	4002	Campeche	PDER_IMSSB	832	IMSS-BIENESTAR
4	Campeche	4002	Campeche	PAFIL_IPRIV	2929	SMP
4	Campeche	4002	Campeche	PAFIL_OTRAI	949	Otro
4	Campeche	4003	Carmen	POBTOT	248845	Población Total
4	Campeche	4003	Carmen	PSINDER	57600	Sin afiliación
4	Campeche	4003	Carmen	PDER_SS	187057	Con afiliación
4	Campeche	4003	Carmen	PDER_IMSS	99453	IMSS
4	Campeche	4003	Carmen	PDER_ISTE	6730	ISSSTE
4	Campeche	4003	Carmen	PDER_ISTEE	369	ISSSTE estatal
4	Campeche	4003	Carmen	PAFIL_PDOM	20065	PEMEX, SEDENA, SEMAR
4	Campeche	4003	Carmen	PDER_SEGP	57687	SSA
4	Campeche	4003	Carmen	PDER_IMSSB	1610	IMSS-BIENESTAR
4	Campeche	4003	Carmen	PAFIL_IPRIV	2974	SMP
4	Campeche	4003	Carmen	PAFIL_OTRAI	602	Otro
4	Campeche	4004	Champotón	POBTOT	78170	Población Total
4	Campeche	4004	Champotón	PSINDER	18824	Sin afiliación
4	Campeche	4004	Champotón	PDER_SS	59276	Con afiliación
4	Campeche	4004	Champotón	PDER_IMSS	16504	IMSS
4	Campeche	4004	Champotón	PDER_ISTE	2246	ISSSTE
4	Campeche	4004	Champotón	PDER_ISTEE	231	ISSSTE estatal
4	Campeche	4004	Champotón	PAFIL_PDOM	3382	PEMEX, SEDENA, SEMAR
4	Campeche	4004	Champotón	PDER_SEGP	36307	SSA
4	Campeche	4004	Champotón	PDER_IMSSB	1081	IMSS-BIENESTAR
4	Campeche	4004	Champotón	PAFIL_IPRIV	246	SMP
4	Campeche	4004	Champotón	PAFIL_OTRAI	156	Otro
4	Campeche	4005	Hecelchakán	POBTOT	31917	Población Total
4	Campeche	4005	Hecelchakán	PSINDER	7095	Sin afiliación
4	Campeche	4005	Hecelchakán	PDER_SS	24819	Con afiliación
4	Campeche	4005	Hecelchakán	PDER_IMSS	6267	IMSS
4	Campeche	4005	Hecelchakán	PDER_ISTE	4637	ISSSTE
4	Campeche	4005	Hecelchakán	PDER_ISTEE	193	ISSSTE estatal
4	Campeche	4005	Hecelchakán	PAFIL_PDOM	205	PEMEX, SEDENA, SEMAR
4	Campeche	4005	Hecelchakán	PDER_SEGP	13041	SSA
4	Campeche	4005	Hecelchakán	PDER_IMSSB	532	IMSS-BIENESTAR
4	Campeche	4005	Hecelchakán	PAFIL_IPRIV	190	SMP
4	Campeche	4005	Hecelchakán	PAFIL_OTRAI	203	Otro
4	Campeche	4006	Hopelchén	POBTOT	42140	Población Total
4	Campeche	4006	Hopelchén	PSINDER	9503	Sin afiliación
4	Campeche	4006	Hopelchén	PDER_SS	32565	Con afiliación
4	Campeche	4006	Hopelchén	PDER_IMSS	3912	IMSS
4	Campeche	4006	Hopelchén	PDER_ISTE	1972	ISSSTE
4	Campeche	4006	Hopelchén	PDER_ISTEE	34	ISSSTE estatal
4	Campeche	4006	Hopelchén	PAFIL_PDOM	88	PEMEX, SEDENA, SEMAR
4	Campeche	4006	Hopelchén	PDER_SEGP	26440	SSA
4	Campeche	4006	Hopelchén	PDER_IMSSB	118	IMSS-BIENESTAR
4	Campeche	4006	Hopelchén	PAFIL_IPRIV	168	SMP
4	Campeche	4006	Hopelchén	PAFIL_OTRAI	14	Otro
4	Campeche	4007	Palizada	POBTOT	8683	Población Total
4	Campeche	4007	Palizada	PSINDER	1231	Sin afiliación
4	Campeche	4007	Palizada	PDER_SS	7440	Con afiliación
4	Campeche	4007	Palizada	PDER_IMSS	1114	IMSS
4	Campeche	4007	Palizada	PDER_ISTE	282	ISSSTE
4	Campeche	4007	Palizada	PDER_ISTEE	33	ISSSTE estatal
4	Campeche	4007	Palizada	PAFIL_PDOM	32	PEMEX, SEDENA, SEMAR
4	Campeche	4007	Palizada	PDER_SEGP	5934	SSA
4	Campeche	4007	Palizada	PDER_IMSSB	20	IMSS-BIENESTAR
4	Campeche	4007	Palizada	PAFIL_IPRIV	38	SMP
4	Campeche	4007	Palizada	PAFIL_OTRAI	48	Otro
4	Campeche	4008	Tenabo	POBTOT	11452	Población Total
4	Campeche	4008	Tenabo	PSINDER	2125	Sin afiliación
4	Campeche	4008	Tenabo	PDER_SS	9325	Con afiliación
4	Campeche	4008	Tenabo	PDER_IMSS	2806	IMSS
4	Campeche	4008	Tenabo	PDER_ISTE	836	ISSSTE
4	Campeche	4008	Tenabo	PDER_ISTEE	21	ISSSTE estatal
4	Campeche	4008	Tenabo	PAFIL_PDOM	143	PEMEX, SEDENA, SEMAR
4	Campeche	4008	Tenabo	PDER_SEGP	5400	SSA
4	Campeche	4008	Tenabo	PDER_IMSSB	140	IMSS-BIENESTAR
4	Campeche	4008	Tenabo	PAFIL_IPRIV	100	SMP
4	Campeche	4008	Tenabo	PAFIL_OTRAI	13	Otro
4	Campeche	4009	Escárcega	POBTOT	59923	Población Total
4	Campeche	4009	Escárcega	PSINDER	13457	Sin afiliación
4	Campeche	4009	Escárcega	PDER_SS	46415	Con afiliación
4	Campeche	4009	Escárcega	PDER_IMSS	7478	IMSS
4	Campeche	4009	Escárcega	PDER_ISTE	2573	ISSSTE
4	Campeche	4009	Escárcega	PDER_ISTEE	326	ISSSTE estatal
4	Campeche	4009	Escárcega	PAFIL_PDOM	1395	PEMEX, SEDENA, SEMAR
4	Campeche	4009	Escárcega	PDER_SEGP	33323	SSA
4	Campeche	4009	Escárcega	PDER_IMSSB	882	IMSS-BIENESTAR
4	Campeche	4009	Escárcega	PAFIL_IPRIV	300	SMP
4	Campeche	4009	Escárcega	PAFIL_OTRAI	421	Otro
4	Campeche	4010	Calakmul	POBTOT	31714	Población Total
4	Campeche	4010	Calakmul	PSINDER	7855	Sin afiliación
4	Campeche	4010	Calakmul	PDER_SS	23832	Con afiliación
4	Campeche	4010	Calakmul	PDER_IMSS	830	IMSS
4	Campeche	4010	Calakmul	PDER_ISTE	428	ISSSTE
4	Campeche	4010	Calakmul	PDER_ISTEE	34	ISSSTE estatal
4	Campeche	4010	Calakmul	PAFIL_PDOM	406	PEMEX, SEDENA, SEMAR
4	Campeche	4010	Calakmul	PDER_SEGP	21730	SSA
4	Campeche	4010	Calakmul	PDER_IMSSB	442	IMSS-BIENESTAR
4	Campeche	4010	Calakmul	PAFIL_IPRIV	143	SMP
4	Campeche	4010	Calakmul	PAFIL_OTRAI	49	Otro
4	Campeche	4011	Candelaria	POBTOT	46913	Población Total
4	Campeche	4011	Candelaria	PSINDER	15220	Sin afiliación
4	Campeche	4011	Candelaria	PDER_SS	31579	Con afiliación
4	Campeche	4011	Candelaria	PDER_IMSS	1802	IMSS
4	Campeche	4011	Candelaria	PDER_ISTE	985	ISSSTE
4	Campeche	4011	Candelaria	PDER_ISTEE	60	ISSSTE estatal
4	Campeche	4011	Candelaria	PAFIL_PDOM	126	PEMEX, SEDENA, SEMAR
4	Campeche	4011	Candelaria	PDER_SEGP	27185	SSA
4	Campeche	4011	Candelaria	PDER_IMSSB	2324	IMSS-BIENESTAR
4	Campeche	4011	Candelaria	PAFIL_IPRIV	99	SMP
4	Campeche	4011	Candelaria	PAFIL_OTRAI	103	Otro
4	Campeche	4012	Seybaplaya	POBTOT	15297	Población Total
4	Campeche	4012	Seybaplaya	PSINDER	2757	Sin afiliación
4	Campeche	4012	Seybaplaya	PDER_SS	12539	Con afiliación
4	Campeche	4012	Seybaplaya	PDER_IMSS	3963	IMSS
4	Campeche	4012	Seybaplaya	PDER_ISTE	1517	ISSSTE
4	Campeche	4012	Seybaplaya	PDER_ISTEE	49	ISSSTE estatal
4	Campeche	4012	Seybaplaya	PAFIL_PDOM	246	PEMEX, SEDENA, SEMAR
4	Campeche	4012	Seybaplaya	PDER_SEGP	6708	SSA
