state_id	state	municipality_id	municipality	institucion_id	institucion	poblacion	beds	clinics
1	Aguascalientes	1008	San José de Gracia	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	4	0	0
1	Aguascalientes	1008	San José de Gracia	PDER_IMSS	IMSS	1473	0	0
1	Aguascalientes	1008	San José de Gracia	PDER_IMSSB	IMSS-BIENESTAR	10	0	0
1	Aguascalientes	1008	San José de Gracia	PDER_ISTE	ISSSTE	901	0	1
1	Aguascalientes	1008	San José de Gracia	PDER_SEGP	SSA	5886	0	0
1	Aguascalientes	1009	Tepezalá	PAFIL_IPRIV	SMP	37	0	0
1	Aguascalientes	1009	Tepezalá	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	11	0	0
1	Aguascalientes	1009	Tepezalá	PDER_IMSS	IMSS	6938	0	0
1	Aguascalientes	1009	Tepezalá	PDER_IMSSB	IMSS-BIENESTAR	9	0	0
1	Aguascalientes	1009	Tepezalá	PDER_ISTE	ISSSTE	965	0	0
1	Aguascalientes	1009	Tepezalá	PDER_SEGP	SSA	11179	0	0
1	Aguascalientes	1010	El Llano	PAFIL_IPRIV	SMP	36	0	0
1	Aguascalientes	1010	El Llano	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	7	0	0
1	Aguascalientes	1010	El Llano	PDER_IMSS	IMSS	7383	0	0
1	Aguascalientes	1010	El Llano	PDER_IMSSB	IMSS-BIENESTAR	85	0	0
1	Aguascalientes	1010	El Llano	PDER_ISTE	ISSSTE	1105	0	0
1	Aguascalientes	1010	El Llano	PDER_SEGP	SSA	7757	0	0
1	Aguascalientes	1011	San Francisco de los Romo	PAFIL_IPRIV	SMP	288	0	0
1	Aguascalientes	1011	San Francisco de los Romo	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	36	0	0
1	Aguascalientes	1011	San Francisco de los Romo	PDER_IMSS	IMSS	38200	0	0
1	Aguascalientes	1011	San Francisco de los Romo	PDER_IMSSB	IMSS-BIENESTAR	78	0	0
1	Aguascalientes	1011	San Francisco de los Romo	PDER_ISTE	ISSSTE	1462	1	0
1	Aguascalientes	1011	San Francisco de los Romo	PDER_SEGP	SSA	11239	0	0
2	Baja California	2001	Ensenada	PAFIL_IPRIV	SMP	9994	0	0
2	Baja California	2001	Ensenada	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	6869	71	15
2	Baja California	2001	Ensenada	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	6869	21	10
2	Baja California	2001	Ensenada	PDER_IMSS	IMSS	203713	135	58
2	Baja California	2001	Ensenada	PDER_IMSSB	IMSS-BIENESTAR	2269	0	7
2	Baja California	2001	Ensenada	PDER_ISTE	ISSSTE	24868	29	36
2	Baja California	2001	Ensenada	PDER_SEGP	SSA	105448	0	0
2	Baja California	2002	Mexicali	PAFIL_IPRIV	SMP	41859	0	0
2	Baja California	2002	Mexicali	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	3050	26	15
2	Baja California	2002	Mexicali	PDER_IMSS	IMSS	576267	392	169
2	Baja California	2002	Mexicali	PDER_IMSSB	IMSS-BIENESTAR	3968	0	6
2	Baja California	2002	Mexicali	PDER_ISTE	ISSSTE	54564	67	41
2	Baja California	2002	Mexicali	PDER_SEGP	SSA	142247	0	0
2	Baja California	2003	Tecate	PAFIL_IPRIV	SMP	2126	0	0
2	Baja California	2003	Tecate	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	63	0	0
2	Baja California	2003	Tecate	PDER_IMSS	IMSS	55663	43	20
2	Baja California	2003	Tecate	PDER_IMSSB	IMSS-BIENESTAR	693	0	0
2	Baja California	2003	Tecate	PDER_ISTE	ISSSTE	4526	0	4
2	Baja California	2003	Tecate	PDER_SEGP	SSA	18222	0	0
2	Baja California	2004	Tijuana	PAFIL_IPRIV	SMP	72186	0	0
2	Baja California	2004	Tijuana	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	1848	30	2
2	Baja California	2004	Tijuana	PDER_IMSS	IMSS	1071176	743	251
2	Baja California	2004	Tijuana	PDER_IMSSB	IMSS-BIENESTAR	7581	0	2
2	Baja California	2004	Tijuana	PDER_ISTE	ISSSTE	60433	43	44
2	Baja California	2004	Tijuana	PDER_SEGP	SSA	187042	0	0
2	Baja California	2005	Playas de Rosarito	PAFIL_IPRIV	SMP	4962	0	0
2	Baja California	2005	Playas de Rosarito	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	809	0	0
2	Baja California	2005	Playas de Rosarito	PDER_IMSS	IMSS	44430	0	32
2	Baja California	2005	Playas de Rosarito	PDER_IMSSB	IMSS-BIENESTAR	1729	0	1
2	Baja California	2005	Playas de Rosarito	PDER_ISTE	ISSSTE	3482	0	0
2	Baja California	2005	Playas de Rosarito	PDER_SEGP	SSA	31907	0	0
2	Baja California	2006	San Quintín	PAFIL_IPRIV	SMP	840	0	0
2	Baja California	2006	San Quintín	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	1373	0	0
2	Baja California	2006	San Quintín	PDER_IMSS	IMSS	44281	11	8
2	Baja California	2006	San Quintín	PDER_IMSSB	IMSS-BIENESTAR	3622	20	13
2	Baja California	2006	San Quintín	PDER_ISTE	ISSSTE	4401	0	3
2	Baja California	2006	San Quintín	PDER_SEGP	SSA	30989	0	0
3	Baja California Sur	3001	Comondú	PAFIL_IPRIV	SMP	179	0	0
3	Baja California Sur	3001	Comondú	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	1172	0	0
3	Baja California Sur	3001	Comondú	PDER_IMSS	IMSS	28969	25	22
3	Baja California Sur	3001	Comondú	PDER_IMSSB	IMSS-BIENESTAR	190	0	0
3	Baja California Sur	3001	Comondú	PDER_ISTE	ISSSTE	12707	24	18
3	Baja California Sur	3001	Comondú	PDER_SEGP	SSA	22398	0	0
3	Baja California Sur	3002	Mulegé	PAFIL_IPRIV	SMP	263	0	0
3	Baja California Sur	3002	Mulegé	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	1500	11	4
3	Baja California Sur	3002	Mulegé	PDER_IMSS	IMSS	33550	28	32
3	Baja California Sur	3002	Mulegé	PDER_IMSSB	IMSS-BIENESTAR	83	0	1
3	Baja California Sur	3002	Mulegé	PDER_ISTE	ISSSTE	9069	10	17
3	Baja California Sur	3002	Mulegé	PDER_SEGP	SSA	10829	0	0
3	Baja California Sur	3003	La Paz	PAFIL_IPRIV	SMP	5587	0	0
3	Baja California Sur	3003	La Paz	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	7380	106	18
3	Baja California Sur	3003	La Paz	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	7380	9	7
3	Baja California Sur	3003	La Paz	PDER_IMSS	IMSS	133165	98	71
3	Baja California Sur	3003	La Paz	PDER_IMSSB	IMSS-BIENESTAR	1366	0	1
3	Baja California Sur	3003	La Paz	PDER_ISTE	ISSSTE	57878	180	101
3	Baja California Sur	3003	La Paz	PDER_SEGP	SSA	51140	0	0
3	Baja California Sur	3008	Los Cabos	PAFIL_IPRIV	SMP	6183	0	0
3	Baja California Sur	3008	Los Cabos	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	680	0	0
3	Baja California Sur	3008	Los Cabos	PDER_IMSS	IMSS	206484	105	84
3	Baja California Sur	3008	Los Cabos	PDER_IMSSB	IMSS-BIENESTAR	1775	0	1
3	Baja California Sur	3008	Los Cabos	PDER_ISTE	ISSSTE	18023	0	16
3	Baja California Sur	3008	Los Cabos	PDER_SEGP	SSA	50169	0	0
3	Baja California Sur	3009	Loreto	PAFIL_IPRIV	SMP	123	0	0
3	Baja California Sur	3009	Loreto	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	40	0	0
3	Baja California Sur	3009	Loreto	PDER_IMSS	IMSS	6688	0	2
3	Baja California Sur	3009	Loreto	PDER_IMSSB	IMSS-BIENESTAR	162	0	1
3	Baja California Sur	3009	Loreto	PDER_ISTE	ISSSTE	4068	0	5
3	Baja California Sur	3009	Loreto	PDER_SEGP	SSA	4806	0	0
4	Campeche	4001	Calkiní	PAFIL_IPRIV	SMP	109	0	0
4	Campeche	4001	Calkiní	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	268	0	0
4	Campeche	4001	Calkiní	PDER_IMSS	IMSS	6224	0	0
4	Campeche	4001	Calkiní	PDER_IMSSB	IMSS-BIENESTAR	940	0	3
4	Campeche	4001	Calkiní	PDER_ISTE	ISSSTE	10288	0	2
4	Campeche	4001	Calkiní	PDER_SEGP	SSA	31007	0	0
4	Campeche	4002	Campeche	PAFIL_IPRIV	SMP	2929	0	0
4	Campeche	4002	Campeche	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	5732	30	2
4	Campeche	4002	Campeche	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	5732	11	12
4	Campeche	4002	Campeche	PDER_IMSS	IMSS	137833	110	96
4	Campeche	4002	Campeche	PDER_IMSSB	IMSS-BIENESTAR	832	0	7
4	Campeche	4002	Campeche	PDER_ISTE	ISSSTE	30144	38	29
4	Campeche	4002	Campeche	PDER_SEGP	SSA	62572	0	0
4	Campeche	4003	Carmen	PAFIL_IPRIV	SMP	2974	0	0
4	Campeche	4003	Carmen	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	20065	24	145
4	Campeche	4003	Carmen	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	20065	8	10
4	Campeche	4003	Carmen	PDER_IMSS	IMSS	99453	54	39
4	Campeche	4003	Carmen	PDER_IMSSB	IMSS-BIENESTAR	1610	11	27
4	Campeche	4003	Carmen	PDER_ISTE	ISSSTE	6730	10	9
4	Campeche	4003	Carmen	PDER_SEGP	SSA	57687	0	0
4	Campeche	4004	Champotón	PAFIL_IPRIV	SMP	246	0	0
4	Campeche	4004	Champotón	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	3382	5	9
4	Campeche	4004	Champotón	PDER_IMSS	IMSS	16504	6	8
4	Campeche	4004	Champotón	PDER_IMSSB	IMSS-BIENESTAR	1081	0	12
4	Campeche	4004	Champotón	PDER_ISTE	ISSSTE	2246	0	2
4	Campeche	4004	Champotón	PDER_SEGP	SSA	36307	0	0
4	Campeche	4005	Hecelchakán	PAFIL_IPRIV	SMP	190	0	0
4	Campeche	4005	Hecelchakán	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	205	0	0
4	Campeche	4005	Hecelchakán	PDER_IMSS	IMSS	6267	0	0
4	Campeche	4005	Hecelchakán	PDER_IMSSB	IMSS-BIENESTAR	532	10	39
4	Campeche	4005	Hecelchakán	PDER_ISTE	ISSSTE	4637	0	2
4	Campeche	4005	Hecelchakán	PDER_SEGP	SSA	13041	0	0
4	Campeche	4006	Hopelchén	PAFIL_IPRIV	SMP	168	0	0
4	Campeche	4006	Hopelchén	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	88	0	0
4	Campeche	4006	Hopelchén	PDER_IMSS	IMSS	3912	0	1
4	Campeche	4006	Hopelchén	PDER_IMSSB	IMSS-BIENESTAR	118	0	2
4	Campeche	4006	Hopelchén	PDER_ISTE	ISSSTE	1972	0	1
4	Campeche	4006	Hopelchén	PDER_SEGP	SSA	26440	0	0
4	Campeche	4007	Palizada	PAFIL_IPRIV	SMP	38	0	0
4	Campeche	4007	Palizada	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	32	0	0
4	Campeche	4007	Palizada	PDER_IMSS	IMSS	1114	0	1
4	Campeche	4007	Palizada	PDER_IMSSB	IMSS-BIENESTAR	20	0	1
4	Campeche	4007	Palizada	PDER_ISTE	ISSSTE	282	0	2
4	Campeche	4007	Palizada	PDER_SEGP	SSA	5934	0	0
4	Campeche	4008	Tenabo	PAFIL_IPRIV	SMP	100	0	0
4	Campeche	4008	Tenabo	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	143	0	0
4	Campeche	4008	Tenabo	PDER_IMSS	IMSS	2806	0	0
4	Campeche	4008	Tenabo	PDER_IMSSB	IMSS-BIENESTAR	140	0	1
4	Campeche	4008	Tenabo	PDER_ISTE	ISSSTE	836	0	1
4	Campeche	4008	Tenabo	PDER_SEGP	SSA	5400	0	0
4	Campeche	4009	Escárcega	PAFIL_IPRIV	SMP	300	0	0
4	Campeche	4009	Escárcega	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	1395	0	0
4	Campeche	4009	Escárcega	PDER_IMSS	IMSS	7478	0	3
4	Campeche	4009	Escárcega	PDER_IMSSB	IMSS-BIENESTAR	882	0	4
4	Campeche	4009	Escárcega	PDER_ISTE	ISSSTE	2573	0	6
4	Campeche	4009	Escárcega	PDER_SEGP	SSA	33323	0	0
4	Campeche	4010	Calakmul	PAFIL_IPRIV	SMP	143	0	0
4	Campeche	4010	Calakmul	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	406	0	0
4	Campeche	4010	Calakmul	PDER_IMSS	IMSS	830	0	0
4	Campeche	4010	Calakmul	PDER_IMSSB	IMSS-BIENESTAR	442	0	4
4	Campeche	4010	Calakmul	PDER_ISTE	ISSSTE	428	0	0
4	Campeche	4010	Calakmul	PDER_SEGP	SSA	21730	0	0
4	Campeche	4011	Candelaria	PAFIL_IPRIV	SMP	99	0	0
4	Campeche	4011	Candelaria	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	126	0	0
4	Campeche	4011	Candelaria	PDER_IMSS	IMSS	1802	0	0
4	Campeche	4011	Candelaria	PDER_IMSSB	IMSS-BIENESTAR	2324	0	5
4	Campeche	4011	Candelaria	PDER_ISTE	ISSSTE	985	0	0
4	Campeche	4011	Candelaria	PDER_SEGP	SSA	27185	0	0
4	Campeche	4012	Seybaplaya	PAFIL_IPRIV	SMP	145	0	0
4	Campeche	4012	Seybaplaya	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	246	0	0
4	Campeche	4012	Seybaplaya	PDER_IMSS	IMSS	3963	0	0
4	Campeche	4012	Seybaplaya	PDER_IMSSB	IMSS-BIENESTAR	29	0	0
4	Campeche	4012	Seybaplaya	PDER_ISTE	ISSSTE	1517	0	1
4	Campeche	4012	Seybaplaya	PDER_SEGP	SSA	6708	0	0
5	Coahuila de Zaragoza	5001	Abasolo	PAFIL_IPRIV	SMP	3	0	0
5	Coahuila de Zaragoza	5001	Abasolo	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	0	0	0
5	Coahuila de Zaragoza	5001	Abasolo	PDER_IMSS	IMSS	276	0	0
5	Coahuila de Zaragoza	5001	Abasolo	PDER_IMSSB	IMSS-BIENESTAR	76	0	0
5	Coahuila de Zaragoza	5001	Abasolo	PDER_ISTE	ISSSTE	50	0	0
5	Coahuila de Zaragoza	5001	Abasolo	PDER_SEGP	SSA	188	0	0
5	Coahuila de Zaragoza	5002	Acuña	PAFIL_IPRIV	SMP	1411	0	0
5	Coahuila de Zaragoza	5002	Acuña	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	235	0	0
5	Coahuila de Zaragoza	5002	Acuña	PDER_IMSS	IMSS	116435	161	48
5	Coahuila de Zaragoza	5002	Acuña	PDER_IMSSB	IMSS-BIENESTAR	270	0	3
5	Coahuila de Zaragoza	5002	Acuña	PDER_ISTE	ISSSTE	5455	0	8
5	Coahuila de Zaragoza	5002	Acuña	PDER_SEGP	SSA	7343	0	0
5	Coahuila de Zaragoza	5003	Allende	PAFIL_IPRIV	SMP	503	0	0
5	Coahuila de Zaragoza	5003	Allende	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	0	0	0
5	Coahuila de Zaragoza	5003	Allende	PDER_IMSS	IMSS	14362	0	4
5	Coahuila de Zaragoza	5003	Allende	PDER_IMSSB	IMSS-BIENESTAR	26	0	1
5	Coahuila de Zaragoza	5003	Allende	PDER_ISTE	ISSSTE	937	0	1
5	Coahuila de Zaragoza	5003	Allende	PDER_SEGP	SSA	1937	0	0
5	Coahuila de Zaragoza	5004	Arteaga	PAFIL_IPRIV	SMP	1169	0	0
5	Coahuila de Zaragoza	5004	Arteaga	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	31	0	0
5	Coahuila de Zaragoza	5004	Arteaga	PDER_IMSS	IMSS	15134	0	2
5	Coahuila de Zaragoza	5004	Arteaga	PDER_IMSSB	IMSS-BIENESTAR	313	0	4
5	Coahuila de Zaragoza	5004	Arteaga	PDER_ISTE	ISSSTE	1709	0	0
5	Coahuila de Zaragoza	5004	Arteaga	PDER_SEGP	SSA	3201	0	0
5	Coahuila de Zaragoza	5005	Candela	PAFIL_IPRIV	SMP	38	0	0
5	Coahuila de Zaragoza	5005	Candela	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	3	0	0
5	Coahuila de Zaragoza	5005	Candela	PDER_IMSS	IMSS	327	0	0
5	Coahuila de Zaragoza	5005	Candela	PDER_IMSSB	IMSS-BIENESTAR	10	0	1
5	Coahuila de Zaragoza	5005	Candela	PDER_ISTE	ISSSTE	213	0	0
5	Coahuila de Zaragoza	5005	Candela	PDER_SEGP	SSA	651	0	0
5	Coahuila de Zaragoza	5006	Castaños	PAFIL_IPRIV	SMP	283	0	0
5	Coahuila de Zaragoza	5006	Castaños	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	8	0	0
5	Coahuila de Zaragoza	5006	Castaños	PDER_IMSS	IMSS	22141	0	6
5	Coahuila de Zaragoza	5006	Castaños	PDER_IMSSB	IMSS-BIENESTAR	98	0	3
5	Coahuila de Zaragoza	5006	Castaños	PDER_ISTE	ISSSTE	699	0	1
5	Coahuila de Zaragoza	5006	Castaños	PDER_SEGP	SSA	1266	0	0
5	Coahuila de Zaragoza	5007	Cuatro Ciénegas	PAFIL_IPRIV	SMP	117	0	0
5	Coahuila de Zaragoza	5007	Cuatro Ciénegas	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	13	0	0
5	Coahuila de Zaragoza	5007	Cuatro Ciénegas	PDER_IMSS	IMSS	5131	0	2
5	Coahuila de Zaragoza	5007	Cuatro Ciénegas	PDER_IMSSB	IMSS-BIENESTAR	4	0	2
5	Coahuila de Zaragoza	5007	Cuatro Ciénegas	PDER_ISTE	ISSSTE	1186	0	2
5	Coahuila de Zaragoza	5007	Cuatro Ciénegas	PDER_SEGP	SSA	3731	0	0
5	Coahuila de Zaragoza	5008	Escobedo	PAFIL_IPRIV	SMP	16	0	0
5	Coahuila de Zaragoza	5008	Escobedo	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	6	0	0
5	Coahuila de Zaragoza	5008	Escobedo	PDER_IMSS	IMSS	1136	0	0
5	Coahuila de Zaragoza	5008	Escobedo	PDER_IMSSB	IMSS-BIENESTAR	68	0	1
5	Coahuila de Zaragoza	5008	Escobedo	PDER_ISTE	ISSSTE	66	0	0
5	Coahuila de Zaragoza	5008	Escobedo	PDER_SEGP	SSA	695	0	0
5	Coahuila de Zaragoza	5009	Francisco I. Madero	PAFIL_IPRIV	SMP	380	0	0
5	Coahuila de Zaragoza	5009	Francisco I. Madero	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	264	0	0
5	Coahuila de Zaragoza	5009	Francisco I. Madero	PDER_IMSS	IMSS	33085	21	12
5	Coahuila de Zaragoza	5009	Francisco I. Madero	PDER_IMSSB	IMSS-BIENESTAR	322	0	5
5	Coahuila de Zaragoza	5009	Francisco I. Madero	PDER_ISTE	ISSSTE	4856	0	1
5	Coahuila de Zaragoza	5009	Francisco I. Madero	PDER_SEGP	SSA	7264	0	0
5	Coahuila de Zaragoza	5010	Frontera	PAFIL_IPRIV	SMP	709	0	0
5	Coahuila de Zaragoza	5010	Frontera	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	472	0	0
5	Coahuila de Zaragoza	5010	Frontera	PDER_IMSS	IMSS	60648	0	13
5	Coahuila de Zaragoza	5010	Frontera	PDER_IMSSB	IMSS-BIENESTAR	105	0	0
5	Coahuila de Zaragoza	5010	Frontera	PDER_ISTE	ISSSTE	2849	0	0
5	Coahuila de Zaragoza	5010	Frontera	PDER_SEGP	SSA	4106	0	0
5	Coahuila de Zaragoza	5011	General Cepeda	PAFIL_IPRIV	SMP	106	0	0
5	Coahuila de Zaragoza	5011	General Cepeda	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	2	0	0
5	Coahuila de Zaragoza	5011	General Cepeda	PDER_IMSS	IMSS	5942	0	1
5	Coahuila de Zaragoza	5011	General Cepeda	PDER_IMSSB	IMSS-BIENESTAR	178	0	6
5	Coahuila de Zaragoza	5011	General Cepeda	PDER_ISTE	ISSSTE	549	0	1
5	Coahuila de Zaragoza	5011	General Cepeda	PDER_SEGP	SSA	2650	0	0
5	Coahuila de Zaragoza	5012	Guerrero	PAFIL_IPRIV	SMP	78	0	0
5	Coahuila de Zaragoza	5012	Guerrero	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	1	0	0
5	Coahuila de Zaragoza	5012	Guerrero	PDER_IMSS	IMSS	856	0	0
5	Coahuila de Zaragoza	5012	Guerrero	PDER_IMSSB	IMSS-BIENESTAR	1	0	1
5	Coahuila de Zaragoza	5012	Guerrero	PDER_ISTE	ISSSTE	37	0	0
5	Coahuila de Zaragoza	5012	Guerrero	PDER_SEGP	SSA	282	0	0
5	Coahuila de Zaragoza	5013	Hidalgo	PAFIL_IPRIV	SMP	9	0	0
5	Coahuila de Zaragoza	5013	Hidalgo	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	0	0	0
5	Coahuila de Zaragoza	5013	Hidalgo	PDER_IMSS	IMSS	548	0	0
5	Coahuila de Zaragoza	5013	Hidalgo	PDER_IMSSB	IMSS-BIENESTAR	1	0	0
5	Coahuila de Zaragoza	5013	Hidalgo	PDER_ISTE	ISSSTE	7	0	0
5	Coahuila de Zaragoza	5013	Hidalgo	PDER_SEGP	SSA	195	0	0
5	Coahuila de Zaragoza	5014	Jiménez	PAFIL_IPRIV	SMP	98	0	0
5	Coahuila de Zaragoza	5014	Jiménez	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	2	0	0
5	Coahuila de Zaragoza	5014	Jiménez	PDER_IMSS	IMSS	4952	0	0
5	Coahuila de Zaragoza	5014	Jiménez	PDER_IMSSB	IMSS-BIENESTAR	27	0	3
5	Coahuila de Zaragoza	5014	Jiménez	PDER_ISTE	ISSSTE	223	0	0
5	Coahuila de Zaragoza	5014	Jiménez	PDER_SEGP	SSA	1756	0	0
5	Coahuila de Zaragoza	5015	Juárez	PAFIL_IPRIV	SMP	30	0	0
5	Coahuila de Zaragoza	5015	Juárez	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	4	0	0
5	Coahuila de Zaragoza	5015	Juárez	PDER_IMSS	IMSS	273	0	0
5	Coahuila de Zaragoza	5015	Juárez	PDER_IMSSB	IMSS-BIENESTAR	7	0	1
5	Coahuila de Zaragoza	5015	Juárez	PDER_ISTE	ISSSTE	17	0	0
5	Coahuila de Zaragoza	5015	Juárez	PDER_SEGP	SSA	744	0	0
5	Coahuila de Zaragoza	5016	Lamadrid	PAFIL_IPRIV	SMP	14	0	0
5	Coahuila de Zaragoza	5016	Lamadrid	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	0	0	0
5	Coahuila de Zaragoza	5016	Lamadrid	PDER_IMSS	IMSS	717	0	0
5	Coahuila de Zaragoza	5016	Lamadrid	PDER_IMSSB	IMSS-BIENESTAR	1	0	0
5	Coahuila de Zaragoza	5016	Lamadrid	PDER_ISTE	ISSSTE	91	0	0
5	Coahuila de Zaragoza	5016	Lamadrid	PDER_SEGP	SSA	705	0	0
5	Coahuila de Zaragoza	5017	Matamoros	PAFIL_IPRIV	SMP	1359	0	0
5	Coahuila de Zaragoza	5017	Matamoros	PAFIL_PDOM	PEMEX, SEDENA, SEMAR	351	0	0
5	Coahuila de Zaragoza	5017	Matamoros	PDER_IMSS	IMSS	68438	0	0
5	Coahuila de Zaragoza	5017	Matamoros	PDER_IMSSB	IMSS-BIENESTAR	2748	12	39
